"Članica";"Kratica";"Program";"Členitev";"Način";"Stopnja";"Letnik";"Spol";"Državljanstvo";"UTEZ"
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Kemija";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Kemija";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijsko inženirstvo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava";"Javna uprava";"IZREDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Management v upravi";"Management kakovosti v javnem sektorju";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Obramboslovje";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Obramboslovje";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Mednarodni odnosi";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija - kadrovski menedžment";"7002991";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Mednarodni odnosi";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"UKRAJINA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Novinarstvo";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Obramboslovje";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Poslovna informatika";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"Ž";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Ekonomska fakulteta";"UL EF";"Poslovna informatika";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"Ž";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Poslovna informatika";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"BOSNA IN HERCEGOVINA";1
"Fakulteta za družbene vede";"UL FDV";"Tržno komuniciranje in odnosi z javnostmi ";"Odnosi z javnostmi";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Kulturologija - Študije kultur in ustvarjalnosti";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija - kadrovski menedžment";"7002991";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Politologija - Študije politike in države";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Tržno komuniciranje in odnosi z javnostmi ";"Odnosi z javnostmi";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Politologija - Politična teorija, globalizacijske in strateške študije";"Globalizacijske in strateške študije";"REDNI";"druga stopnja";"Prvi";"M";"AVSTRIJA";1
"Fakulteta za družbene vede";"UL FDV";"Družboslovna informatika";"Podatkovna analitika";"REDNI";"druga stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija - Menedžment človeških virov, znanja in organizacij";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Kulturne študije";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"Ž";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija - kadrovski menedžment";"7002991";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Politologija - Študije politike in države";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Politologija - Politična teorija, globalizacijske in strateške študije";"Globalizacijske in strateške študije";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija - kadrovski menedžment";"7002991";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija - kadrovski menedžment";"7002991";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija - kadrovski menedžment";"7002991";"REDNI";"prva stopnja";"Tretji";"M";"RUSKA FEDERACIJA";1
"Fakulteta za družbene vede";"UL FDV";"Politologija - Primerjalne javne politike in uprava ";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Komunikologija - Tržno komuniciranje in odnosi z javnostmi";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Komunikologija - Tržno komuniciranje in odnosi z javnostmi";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Peti";"Ž";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Urbanizem";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Peti";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Akademija za glasbo";"UL AG";"Glasbena umetnost";"Klarinet";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Akademija za glasbo";"UL AG";"Glasbena umetnost";"Viola";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Akademija za glasbo";"UL AG";"Glasbena umetnost";"Violina";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Psihologija";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Arheologija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Geografija";"Enopredmetna smer: Regionalno planiranje in urbano-ruralne študije - Uporabna ge oinformatika";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Etnologija in kulturna antropologija";"Etnologija in kulturna antropologija - enopredmetna smer";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Andragogika";"Andragogika - enopredmetna pedagoška smer";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Psihologija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Filozofska fakulteta";"UL FF";"Prevajanje";"Slovenščina-angleščina-italijanščina – enopredmetna smer";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - enopredmetna pedagoška literarna smer";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Psihologija";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Psihologija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Psihologija";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Sinologija - enopredmetna smer";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Andragogika";"Andragogika - enopredmetna pedagoška smer";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Računovodstvo in revizija";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Trženje";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Trženje";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Poslovodenje in organizacija";"Ni členitve";"IZREDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Denar in finance";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Računovodstvo";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Podjetništvo";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Poslovodenje in organizacija";"Ni členitve";"IZREDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Poslovodenje in organizacija";"Ni členitve";"IZREDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Podjetništvo";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Poslovodenje in organizacija";"Ni členitve";"IZREDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Poslovodenje in organizacija";"Ni členitve";"IZREDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Upravljanje javnega sektorja";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava - Upravljanje javnega sektorja";"Javna uprava";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava - Upravljanje javnega sektorja";"Javna uprava";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Upravna informatika";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava - Upravljanje javnega sektorja";"Javna uprava";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Upravljanje javnega sektorja";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Management v upravi";"Management kakovosti v javnem sektorju";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava";"Poslovna uprava";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava - Upravljanje javnega sektorja";"Javna uprava";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za upravo";"UL FU";"Uprava";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"BOSNA IN HERCEGOVINA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Kemija";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija";"Študije družbenih sprememb in novih tveganj";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Obramboslovje";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Tržno komuniciranje in odnosi z javnostmi ";"Strateško tržno komuniciranje ";"REDNI";"druga stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Mednarodni odnosi";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Politologija - Javne politike in uprava";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Komunikologija - Medijske in komunikacijske študije";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Obramboslovje";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Mednarodni odnosi";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Tržno komuniciranje in odnosi z javnostmi ";"Strateško tržno komuniciranje ";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Kulturologija - Študije kultur in ustvarjalnosti";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Politologija - Študije politike in države";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Poslovna informatika";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"M";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Biotehnologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za elektrotehniko";"UL FE";"Elektrotehnika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Kemija";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Računovodstvo in revizija";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Računovodstvo in revizija";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Računovodstvo in revizija";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Obramboslovje";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Komunikologija - Medijske in komunikacijske študije";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Novinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Obramboslovje in varnostne študije";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Tržno komuniciranje in odnosi z javnostmi ";"Strateško tržno komuniciranje ";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
